Car_Age,KM_Driven,Fuel_Type,Transmission,Mileage,Engine,Owner_Type,Selling_Price
11,10451,Petrol,Manual,19.75,1106,Second,9.74
18,92178,Diesel,Automatic,17.28,2616,Second,17.01
17,177388,Diesel,Automatic,22.79,1194,Third,11.73
7,199136,Electric,Manual,12.58,1548,Second,23.42
17,68761,Electric,Manual,18.61,1129,Fourth & Above,21.5
9,43870,Electric,Manual,15.49,2897,Third,3.46
17,101566,Diesel,Manual,27.76,2831,Third,4.16
8,128749,CNG,Manual,10.81,1572,Fourth & Above,17.23
17,128765,Petrol,Manual,28.27,2445,First,6.54
7,129881,Diesel,Automatic,26.66,2532,Third,19.98
1,166945,CNG,Automatic,15.95,1177,First,15.19
13,133389,Diesel,Automatic,25.79,2587,Fourth & Above,6.52
19,194699,Petrol,Manual,10.62,2423,Fourth & Above,12.49
19,30372,Diesel,Automatic,29.34,1799,Third,10.75
17,8642,Petrol,Manual,20.53,2648,Second,21.96
13,164073,Diesel,Manual,16.07,2361,Third,1.77
16,39064,Petrol,Automatic,17.25,1573,Second,22.5
8,19122,Diesel,Manual,11.33,1883,First,16.65
19,160892,Petrol,Manual,29.79,2603,Second,18.7
18,73431,Electric,Manual,10.79,1898,Third,1.06
1,60745,Diesel,Manual,23.1,2850,Second,16.08
14,55081,Diesel,Manual,18.85,2398,Fourth & Above,15.12
19,144783,CNG,Manual,28.98,1547,First,13.89
15,154865,CNG,Automatic,14.92,2271,Fourth & Above,19.86
18,144271,Petrol,Manual,20.64,2564,Fourth & Above,14.34
2,81253,Diesel,Manual,19.65,2353,Fourth & Above,21.57
17,41191,Petrol,Manual,24.06,2415,Fourth & Above,6.58
18,15211,Electric,Manual,11.36,2308,Second,20.34
6,116086,CNG,Automatic,13.88,1128,Fourth & Above,5.3
19,199141,Petrol,Automatic,14.29,2210,Second,20.51
4,192818,Petrol,Manual,24.76,925,Fourth & Above,23.57
1,157614,CNG,Manual,13.78,1566,Third,9.06
8,167384,Diesel,Manual,21.47,2373,Fourth & Above,13.72
7,181314,Petrol,Automatic,14.3,2027,Third,16.8
3,106971,CNG,Automatic,27.23,1995,Second,2.91
10,98783,Diesel,Automatic,28.84,2558,First,12.86
10,130681,Electric,Automatic,20.37,1016,Second,9.65
19,92893,CNG,Manual,17.05,2159,First,21.94
14,191460,Petrol,Automatic,14.68,2121,First,22.04
2,163763,Electric,Automatic,11.0,1631,Fourth & Above,17.82
1,82960,Diesel,Manual,15.37,981,First,16.74
18,89388,Diesel,Manual,23.08,1133,Second,18.61
7,27601,CNG,Automatic,20.67,1310,Fourth & Above,9.78
8,154092,CNG,Automatic,28.88,1182,First,10.71
1,144227,CNG,Automatic,17.93,2696,Second,14.29
3,172849,Diesel,Automatic,23.88,1131,First,23.51
8,24710,Electric,Manual,19.79,1988,First,18.38
15,113714,Diesel,Manual,20.25,2065,Fourth & Above,14.22
5,160604,Petrol,Automatic,15.36,1699,Fourth & Above,19.49
3,133727,Diesel,Automatic,19.1,1441,Second,9.9
19,154673,Petrol,Automatic,19.42,2050,Fourth & Above,18.53
1,68227,Electric,Automatic,24.13,1433,Fourth & Above,10.86
15,141039,CNG,Automatic,28.81,995,Third,7.71
8,89289,CNG,Manual,16.59,2693,Third,15.63
2,156094,Diesel,Manual,10.84,1257,Second,17.49
3,179535,CNG,Manual,19.93,1629,Fourth & Above,12.02
14,10722,Electric,Automatic,20.89,2856,Second,14.57
14,163485,CNG,Automatic,13.37,2024,Third,17.66
11,86050,Diesel,Manual,25.21,1686,Third,19.43
16,88596,Electric,Manual,29.7,1192,Third,22.49
4,71732,Petrol,Automatic,28.92,2475,Second,9.51
5,148369,Diesel,Manual,13.94,2981,Fourth & Above,23.84
14,73323,Petrol,Automatic,27.51,1715,First,16.29
16,28816,Electric,Automatic,24.09,1734,Fourth & Above,19.9
18,45695,Diesel,Manual,19.08,1154,Second,17.79
7,155774,Diesel,Manual,20.81,2321,Third,5.93
10,161314,Electric,Manual,26.99,1428,First,2.71
7,60841,CNG,Automatic,19.6,1970,Second,18.43
1,133498,Diesel,Automatic,17.46,1126,Third,13.27
19,112096,Diesel,Manual,19.86,2238,Second,17.85
16,97764,Petrol,Automatic,21.58,2221,First,12.44
19,189646,CNG,Automatic,13.78,1926,Third,8.49
4,90744,Petrol,Automatic,28.02,2580,Fourth & Above,7.84
18,33482,Petrol,Manual,23.48,2331,Second,18.53
2,14171,CNG,Automatic,22.67,2714,First,7.64
1,105755,CNG,Manual,11.99,2032,Fourth & Above,18.15
15,113125,Electric,Manual,22.08,2756,First,10.22
5,135722,CNG,Automatic,12.42,1192,Second,19.5
11,111082,Diesel,Manual,11.57,1625,First,4.43
10,8696,CNG,Automatic,20.55,2712,Third,5.92
2,131310,Electric,Manual,18.06,849,First,17.46
3,156130,Electric,Manual,21.78,2196,Second,14.45
12,156385,Electric,Automatic,11.78,1850,Third,5.89
5,24149,CNG,Manual,18.62,1599,First,22.67
5,135064,CNG,Manual,13.5,2592,First,7.62
6,58521,Petrol,Manual,29.74,2163,Third,11.11
9,50740,Petrol,Automatic,21.22,2365,Fourth & Above,5.85
2,111611,Diesel,Automatic,23.75,800,Fourth & Above,10.31
12,141028,Petrol,Manual,16.51,1819,Third,12.8
3,71641,Diesel,Manual,11.89,2084,First,8.09
12,68811,Electric,Manual,29.52,862,Fourth & Above,19.46
17,188232,Petrol,Automatic,15.73,2669,Third,10.45
10,187385,CNG,Automatic,18.48,951,Second,18.51
14,68232,Petrol,Manual,23.0,1443,First,5.97
17,20417,Diesel,Automatic,10.49,1425,Second,10.05
18,160801,Petrol,Automatic,26.21,1016,First,1.19
19,117492,Electric,Automatic,20.73,995,Fourth & Above,19.21
17,35099,CNG,Automatic,15.56,1814,Second,16.02
14,166033,Diesel,Manual,11.23,2321,Second,20.63
9,148674,CNG,Automatic,13.25,2378,Third,11.93
8,123474,CNG,Automatic,27.9,1880,Fourth & Above,20.19
2,14256,Diesel,Manual,23.72,2327,Fourth & Above,16.54
13,39681,CNG,Manual,15.0,1521,First,1.09
7,96328,CNG,Automatic,11.31,2407,Third,7.09
9,48361,Petrol,Automatic,23.81,2559,Third,12.85
11,39540,CNG,Manual,21.45,2362,First,15.85
14,162608,CNG,Manual,18.09,1439,Second,2.57
4,89700,CNG,Manual,17.27,2953,First,17.92
13,199115,CNG,Automatic,14.34,964,First,14.04
2,83532,Diesel,Automatic,23.39,1014,First,13.62
5,192647,Electric,Manual,29.41,1894,Third,8.01
11,132626,Petrol,Automatic,13.51,889,First,15.28
6,138943,CNG,Manual,21.94,2595,First,1.66
18,51002,CNG,Automatic,18.48,2051,First,2.55
10,54812,Diesel,Manual,18.93,1902,Fourth & Above,18.61
4,158698,Electric,Manual,15.08,1407,Second,8.73
9,196051,CNG,Automatic,26.5,1148,Second,9.33
6,113946,Diesel,Automatic,19.71,1045,Second,6.0
2,71668,Petrol,Automatic,20.87,1071,Second,11.69
17,104003,Petrol,Automatic,16.1,2830,Third,2.25
5,47998,CNG,Automatic,13.64,1202,Third,8.21
6,199886,CNG,Automatic,11.72,2265,First,13.65
12,109601,Electric,Manual,24.28,1995,Third,12.18
10,181679,Electric,Automatic,13.92,1879,Second,24.99
6,12812,CNG,Manual,23.8,2414,Fourth & Above,10.33
8,66844,Diesel,Manual,17.81,1926,First,10.29
2,138251,Electric,Automatic,18.32,1083,First,13.09
12,179870,CNG,Manual,19.38,1316,Second,5.57
13,79601,Electric,Manual,17.35,2101,Second,22.03
7,144347,CNG,Automatic,12.01,1411,Second,14.73
10,186646,Petrol,Automatic,16.19,1549,Third,5.61
13,52857,CNG,Automatic,23.27,2092,First,20.04
17,130555,Petrol,Manual,23.32,2656,Second,1.82
14,25700,Electric,Automatic,15.72,1199,Fourth & Above,24.58
2,175536,CNG,Automatic,19.2,2326,First,21.76
11,178423,Electric,Automatic,13.87,2824,First,14.91
1,98330,Petrol,Automatic,14.21,2933,Third,3.67
19,149941,CNG,Manual,10.46,1119,First,6.17
4,196387,Electric,Automatic,27.93,1855,Second,7.71
19,157026,Petrol,Manual,14.21,1135,Second,6.78
11,167627,Electric,Automatic,14.55,2898,Fourth & Above,12.94
8,68353,Diesel,Manual,15.59,973,First,23.67
11,181098,Petrol,Manual,12.55,2441,First,11.66
4,105772,Petrol,Manual,22.79,1300,Third,16.88
17,183048,Petrol,Automatic,11.5,2923,Second,17.53
7,96502,CNG,Manual,12.68,2656,Fourth & Above,21.92
8,118943,CNG,Automatic,22.9,2696,Second,1.81
3,114850,CNG,Automatic,16.79,2463,First,10.7
2,50095,Diesel,Automatic,24.16,2518,First,19.83
15,150342,Diesel,Automatic,21.15,2578,Fourth & Above,20.56
5,166980,Petrol,Automatic,15.12,1496,First,23.26
1,20523,Diesel,Manual,23.02,1531,Fourth & Above,17.87
4,67433,Electric,Automatic,12.33,1894,Fourth & Above,6.88
15,183140,Petrol,Manual,20.73,1451,Second,13.14
19,24991,Petrol,Manual,18.74,1894,Fourth & Above,1.78
3,15775,Electric,Manual,15.36,845,First,16.53
11,89995,Petrol,Manual,22.08,1870,Third,14.3
17,197322,Diesel,Manual,27.43,2245,Third,17.0
13,152745,CNG,Manual,29.98,2996,First,23.32
11,127808,Electric,Manual,22.16,1255,Third,17.49
2,163128,Diesel,Automatic,18.09,2462,Third,8.69
9,142686,Electric,Manual,14.5,1765,Fourth & Above,5.77
2,12415,Electric,Automatic,15.14,2820,Third,21.51
9,179956,Petrol,Manual,19.59,1668,Third,5.66
9,153036,Petrol,Manual,17.35,2328,Third,4.88
8,173798,Diesel,Manual,28.28,1800,Second,5.96
17,42044,Electric,Manual,17.37,1573,First,13.21
1,193221,Petrol,Automatic,17.47,1926,Fourth & Above,3.98
11,173616,Petrol,Automatic,17.67,1860,Third,23.51
8,54976,Electric,Automatic,26.73,2477,First,24.19
10,168324,Diesel,Manual,23.02,2343,Third,24.37
7,8832,Diesel,Manual,22.28,1196,Second,1.94
3,39148,Electric,Manual,16.68,906,Second,23.71
3,197312,Diesel,Automatic,26.36,1753,Third,24.94
18,117230,Petrol,Manual,10.77,2648,Third,23.62
5,90076,Electric,Automatic,27.42,1733,Third,17.1
12,189531,Petrol,Automatic,20.25,1087,Second,17.83
12,43402,CNG,Manual,17.97,1505,Second,3.93
19,193799,CNG,Manual,19.94,2843,First,21.98
6,43578,Diesel,Automatic,23.35,2284,Fourth & Above,2.43
2,95453,CNG,Automatic,10.26,1014,Fourth & Above,8.63
12,158390,Petrol,Automatic,27.43,2104,Second,24.79
19,80715,CNG,Manual,18.93,2777,Fourth & Above,11.14
5,116435,Petrol,Manual,16.86,2282,Third,4.15
12,156538,Diesel,Manual,12.76,2624,First,24.26
17,100742,Diesel,Manual,18.79,1143,Second,24.62
17,50475,Petrol,Manual,19.93,993,Second,5.49
10,65142,CNG,Manual,18.07,957,Fourth & Above,21.76
17,162636,Diesel,Automatic,23.57,1264,Third,10.37
15,158484,Electric,Automatic,18.42,2951,First,10.15
12,98526,Diesel,Automatic,29.23,2881,Fourth & Above,7.3
16,56001,CNG,Manual,21.99,2549,Second,2.07
19,62649,Electric,Automatic,26.15,1391,Second,7.43
8,197029,CNG,Manual,12.19,2988,Fourth & Above,2.29
17,171589,Petrol,Manual,17.95,1854,Third,23.18
5,149228,Electric,Automatic,16.74,1683,First,16.88
16,159136,CNG,Manual,21.39,862,First,22.28
6,30711,Electric,Automatic,27.22,1910,First,18.21
8,35106,CNG,Automatic,11.57,1103,First,4.15
18,70458,Electric,Manual,11.45,1884,Third,23.57
12,152661,CNG,Automatic,27.01,1195,Second,22.6
15,135429,Petrol,Automatic,14.26,1133,Second,9.35
9,106754,Electric,Automatic,23.38,1210,First,3.68
13,143286,Electric,Automatic,20.86,1265,First,17.9
15,131479,Electric,Manual,26.66,879,First,18.48
10,163199,Electric,Automatic,12.5,1900,Fourth & Above,22.52
16,141213,Petrol,Automatic,12.6,2777,Fourth & Above,2.26
7,33884,Electric,Automatic,21.14,1532,Second,4.4
17,7708,Diesel,Manual,28.93,2617,Second,15.36
7,23375,Petrol,Automatic,18.3,2363,First,15.86
14,20088,Diesel,Manual,16.54,2184,Fourth & Above,1.81
15,62615,Electric,Automatic,22.13,2924,Third,10.53
7,115138,CNG,Automatic,28.61,1987,Fourth & Above,15.02
9,181118,Diesel,Automatic,26.74,1998,Second,18.71
19,15014,Electric,Manual,29.91,2411,Fourth & Above,8.59
16,139345,Diesel,Manual,10.45,921,Second,12.61
8,183207,Electric,Manual,12.26,984,First,20.54
18,107842,Electric,Manual,22.19,831,Third,23.89
18,166953,Electric,Manual,26.41,1797,First,6.53
7,83077,CNG,Manual,15.7,2786,First,7.07
3,144784,Diesel,Automatic,14.78,1368,Third,23.56
18,57874,Petrol,Manual,25.74,2195,Third,10.5
10,74087,Petrol,Automatic,11.13,2479,Third,18.24
7,17297,Petrol,Manual,17.39,1629,Second,15.69
17,32128,Petrol,Manual,20.12,2419,First,7.85
14,73368,Electric,Manual,21.21,1879,Second,16.69
3,83958,Diesel,Automatic,24.57,1590,Third,16.73
12,37920,Diesel,Manual,17.1,1793,Second,15.22
13,147228,CNG,Manual,22.25,877,Third,3.39
2,147180,Diesel,Automatic,21.71,907,Fourth & Above,24.88
3,167917,Diesel,Automatic,20.95,2096,Third,10.61
5,138872,Diesel,Automatic,22.81,2862,First,16.32
11,178784,CNG,Automatic,15.19,1169,First,22.26
8,138682,Petrol,Manual,11.69,2804,First,11.16
12,82603,Diesel,Automatic,12.39,2503,Second,19.57
7,38872,CNG,Manual,14.49,1240,First,24.32
15,15728,CNG,Manual,20.0,1026,Third,9.61
17,100102,Electric,Automatic,26.81,1422,Fourth & Above,10.73
4,127049,CNG,Manual,24.03,1824,First,22.73
13,25583,Petrol,Automatic,25.78,2376,Second,4.83
18,90774,Diesel,Manual,17.02,2443,Fourth & Above,1.69
1,143335,CNG,Automatic,18.09,1984,First,22.81
16,131374,Petrol,Automatic,17.87,960,First,20.72
13,155528,CNG,Automatic,13.84,1670,Fourth & Above,24.34
10,96118,CNG,Automatic,11.22,2545,First,2.4
12,70942,CNG,Automatic,21.82,1974,Second,4.75
2,18689,CNG,Automatic,29.78,1243,Third,3.53
3,169006,CNG,Manual,13.34,2590,Third,17.4
10,38276,Petrol,Manual,10.93,2294,Fourth & Above,15.54
2,106968,Diesel,Manual,25.59,1262,Third,9.62
13,155945,Diesel,Automatic,15.05,1272,First,2.38
13,18050,Diesel,Manual,26.59,879,First,16.35
18,71216,Diesel,Automatic,24.08,1862,Second,14.68
3,89040,Petrol,Manual,28.91,1039,Third,3.71
7,26644,Electric,Manual,18.18,1356,Fourth & Above,22.81
14,67021,Electric,Automatic,23.24,1389,First,5.77
17,173197,Petrol,Manual,19.3,2160,Fourth & Above,18.84
12,47291,Petrol,Manual,22.61,2684,First,22.24
16,171132,CNG,Manual,18.99,2775,First,14.91
12,137610,CNG,Automatic,13.77,2103,Second,6.92
15,172248,CNG,Manual,20.16,1939,Third,8.42
10,46520,Diesel,Automatic,20.57,2739,Second,22.26
7,30675,CNG,Manual,26.21,1134,Third,8.16
5,154359,Electric,Manual,24.71,1111,Fourth & Above,18.91
1,5174,Diesel,Manual,23.28,1876,Third,24.76
17,97268,CNG,Manual,12.27,833,Fourth & Above,25.0
3,39998,Diesel,Automatic,24.41,2641,First,13.8
13,189384,Electric,Manual,20.01,1185,Fourth & Above,20.84
14,148184,CNG,Automatic,27.88,1048,Fourth & Above,24.77
18,110410,Electric,Automatic,28.4,1934,First,9.99
4,80225,Electric,Manual,11.1,2233,Fourth & Above,7.06
18,49814,Electric,Manual,26.41,2002,Fourth & Above,3.74
5,90091,CNG,Automatic,10.75,1593,First,4.38
16,55719,Petrol,Automatic,17.34,1651,First,21.49
1,134887,CNG,Manual,20.85,1175,First,15.13
14,38919,Electric,Manual,12.96,1523,Third,21.97
15,78155,CNG,Manual,24.93,2410,First,19.95
9,76569,Electric,Manual,10.17,2713,First,17.17
15,46328,Petrol,Manual,13.37,1001,Fourth & Above,15.62
17,29618,Diesel,Automatic,21.62,2742,Second,2.16
4,39675,Petrol,Manual,24.29,2131,Second,21.93
12,23919,Petrol,Manual,28.33,1292,Third,11.03
5,9173,Diesel,Automatic,24.11,1137,Third,14.43
5,114369,CNG,Manual,23.44,2768,Second,1.53
11,31400,Diesel,Manual,17.89,2665,Second,23.47
6,186517,CNG,Automatic,10.03,1591,First,22.67
7,75305,CNG,Manual,12.4,2316,Fourth & Above,14.04
14,173636,Electric,Automatic,20.69,2822,First,14.86
11,181886,Electric,Manual,23.5,1741,Third,17.92
13,93791,Diesel,Manual,18.35,2922,Second,7.35
2,164034,Petrol,Manual,24.61,858,Third,6.33
7,75533,Diesel,Automatic,20.44,2862,First,17.18
4,192256,CNG,Automatic,11.48,2054,Third,3.51
8,108591,Electric,Automatic,13.84,2177,Third,11.9
19,146650,Diesel,Automatic,26.8,834,Fourth & Above,12.83
13,136060,Diesel,Manual,24.5,961,Third,10.15
14,154696,Electric,Automatic,27.9,1694,First,5.45
10,44194,Electric,Automatic,12.35,1270,Fourth & Above,9.53
11,114903,Electric,Automatic,29.8,2246,Third,9.1
2,136461,CNG,Manual,14.19,1147,First,12.98
9,104303,Electric,Manual,10.24,1493,Second,17.19
17,118903,Petrol,Automatic,29.95,1734,Fourth & Above,24.24
3,72391,Diesel,Automatic,15.62,1712,Third,4.46
6,149866,Electric,Manual,23.36,946,Third,21.95
5,63002,Electric,Automatic,13.53,2511,Fourth & Above,7.82
5,40531,CNG,Automatic,21.6,1474,First,15.19
15,188887,CNG,Automatic,28.08,2239,Third,14.12
17,9986,Diesel,Automatic,16.4,2317,First,14.37
9,37298,Petrol,Manual,23.41,2079,Fourth & Above,18.36
3,6481,Diesel,Manual,13.76,1485,Third,10.16
17,61408,Electric,Manual,22.5,1926,Second,8.66
10,126950,Petrol,Automatic,16.73,920,Second,21.47
3,152907,Petrol,Automatic,14.22,841,Second,6.28
18,130355,Petrol,Manual,16.26,828,Fourth & Above,5.33
18,32798,Petrol,Manual,13.58,1765,Third,1.37
17,96649,Diesel,Manual,28.04,2715,Fourth & Above,6.05
3,69887,CNG,Automatic,17.94,2800,Third,13.44
3,24477,CNG,Manual,14.91,2861,Second,13.92
6,153338,Electric,Automatic,18.97,1719,Second,7.11
13,132815,CNG,Automatic,16.41,1617,First,2.73
15,179598,CNG,Manual,24.89,2308,Fourth & Above,18.87
9,132426,CNG,Manual,29.42,2012,Fourth & Above,19.19
4,147961,CNG,Automatic,18.76,1671,First,24.95
14,29335,Electric,Manual,27.22,1094,Second,22.6
5,147326,Diesel,Manual,21.32,1663,Second,23.23
2,91610,Petrol,Automatic,13.14,1837,Fourth & Above,20.16
11,16442,CNG,Automatic,23.81,1394,Third,15.77
9,51289,Diesel,Automatic,20.27,1982,Second,4.09
3,58747,CNG,Automatic,23.01,2317,First,15.94
9,42327,CNG,Automatic,27.79,2152,First,2.34
3,152271,Petrol,Manual,18.81,1413,First,22.25
2,77827,Petrol,Automatic,28.02,2672,Fourth & Above,12.56
12,111464,Petrol,Automatic,25.01,2403,Fourth & Above,17.74
10,136184,CNG,Automatic,19.77,2383,Fourth & Above,2.25
9,92051,CNG,Manual,22.06,2392,Fourth & Above,13.82
15,155653,CNG,Automatic,16.51,1955,First,8.23
8,64722,Petrol,Automatic,29.67,1264,First,7.84
5,97036,Electric,Automatic,23.35,2279,Fourth & Above,10.35
11,152595,Diesel,Manual,10.88,2090,Fourth & Above,1.02
2,71960,Electric,Automatic,16.53,1367,First,12.2
15,24552,CNG,Automatic,22.47,837,Fourth & Above,12.68
6,146880,CNG,Automatic,11.13,1044,Fourth & Above,21.72
8,159692,Electric,Manual,10.48,820,Fourth & Above,11.76
5,5887,CNG,Manual,19.0,1933,Fourth & Above,9.73
16,36802,Diesel,Manual,16.65,2429,Second,24.87
18,90024,CNG,Manual,18.77,1193,Fourth & Above,14.71
6,123639,Diesel,Automatic,15.25,2233,First,12.34
5,123248,Electric,Automatic,13.29,1786,First,12.9
16,86938,Electric,Manual,23.78,2471,First,20.42
13,127746,CNG,Manual,20.29,2855,First,9.18
5,31049,Diesel,Automatic,14.0,2710,Fourth & Above,10.34
13,82789,CNG,Automatic,16.39,1089,Second,19.14
17,89526,Petrol,Manual,21.84,2586,Third,2.75
18,143918,Petrol,Manual,11.44,1711,Third,21.76
8,51220,Petrol,Manual,12.95,1160,Third,11.32
13,51163,Petrol,Manual,11.46,2422,Third,14.95
19,139837,CNG,Automatic,26.25,1018,First,19.18
3,122126,Petrol,Manual,25.05,2815,Fourth & Above,7.39
8,86486,Diesel,Manual,25.07,2840,Fourth & Above,22.37
2,181342,Electric,Automatic,24.33,2844,Third,24.5
8,80277,Electric,Automatic,23.39,1631,Third,12.86
13,109245,Petrol,Automatic,19.54,2593,Second,23.49
13,127332,Petrol,Automatic,22.85,2591,Second,1.03
1,27931,Petrol,Automatic,10.77,2043,Second,22.46
6,94116,CNG,Manual,22.43,1394,First,8.47
19,60633,Electric,Manual,25.56,2954,Fourth & Above,8.48
16,56913,Petrol,Manual,20.01,1380,First,6.47
8,99776,Diesel,Automatic,17.15,2547,First,8.61
1,30991,Petrol,Manual,15.55,2855,Fourth & Above,6.12
16,190917,Electric,Automatic,22.86,880,Second,22.74
9,109092,Petrol,Manual,23.86,2955,Fourth & Above,22.58
13,191384,Electric,Manual,27.42,2144,Third,3.45
11,146633,Petrol,Automatic,16.85,2402,Second,4.43
13,152973,Diesel,Automatic,25.4,1145,Fourth & Above,21.69
10,100556,Petrol,Manual,21.23,2686,First,10.57
4,67875,Diesel,Manual,27.66,1354,Fourth & Above,5.06
6,161989,Diesel,Manual,20.56,1101,Second,13.26
7,67120,Petrol,Manual,20.35,999,Third,11.0
5,138060,Diesel,Manual,21.56,1862,First,6.26
11,115041,CNG,Automatic,24.99,1106,Third,18.3
13,133467,Petrol,Automatic,29.29,2456,Third,16.15
19,150328,Petrol,Automatic,11.47,2671,First,3.39
10,123490,Diesel,Automatic,11.07,2646,Fourth & Above,23.21
10,131155,Diesel,Manual,28.75,2564,Fourth & Above,14.4
11,33230,Petrol,Manual,20.6,1075,Third,7.0
7,64778,CNG,Automatic,22.3,1975,Fourth & Above,5.95
18,50833,Diesel,Manual,19.65,2201,Second,4.26
4,27625,Diesel,Automatic,11.87,1437,Third,11.19
2,37088,Electric,Manual,25.36,2575,Third,4.25
14,177239,CNG,Manual,24.94,1729,Third,10.98
13,108937,CNG,Manual,16.23,2680,Second,4.57
12,81361,Petrol,Automatic,16.12,982,Third,16.76
7,93229,CNG,Automatic,26.76,2644,Fourth & Above,19.85
2,140189,Petrol,Automatic,11.45,871,Fourth & Above,14.19
13,95265,Electric,Automatic,27.62,2476,Fourth & Above,17.32
14,102718,CNG,Manual,15.13,2095,Fourth & Above,23.52
17,65710,Diesel,Manual,21.86,1843,Third,16.32
9,99876,Electric,Manual,28.72,1614,Second,9.74
17,35949,Petrol,Manual,23.56,2326,First,11.79
8,158619,Electric,Automatic,18.29,2994,Fourth & Above,21.65
2,73136,Petrol,Manual,23.79,1109,First,4.14
13,116541,Electric,Manual,16.88,2861,First,8.82
3,66842,Petrol,Manual,15.55,931,Third,14.85
16,31990,CNG,Automatic,29.93,2677,Fourth & Above,17.23
6,152265,Diesel,Automatic,25.02,1539,Fourth & Above,19.32
19,35109,Petrol,Automatic,22.89,1594,Fourth & Above,8.64
7,135356,Electric,Manual,17.11,1057,First,4.5
10,155305,Petrol,Automatic,10.98,2057,Fourth & Above,23.92
9,133133,Petrol,Manual,10.62,2651,Fourth & Above,2.83
2,170582,Petrol,Manual,21.08,1774,Second,3.3
15,6306,Electric,Manual,25.24,1847,Third,12.88
5,8849,Diesel,Automatic,20.75,1070,Fourth & Above,20.66
4,17360,CNG,Automatic,26.82,1918,Fourth & Above,19.59
4,116072,Diesel,Manual,10.67,941,Third,23.5
18,99767,Petrol,Manual,17.34,1701,Third,4.4
4,181872,Electric,Automatic,14.74,1073,First,10.02
17,173035,Diesel,Automatic,18.95,1264,First,7.77
12,59330,Petrol,Automatic,11.45,2031,First,21.66
17,56707,CNG,Manual,29.08,2119,Third,12.72
10,23689,CNG,Manual,14.47,1087,Second,1.64
1,34084,CNG,Manual,28.45,1675,Fourth & Above,17.99
18,45387,Petrol,Automatic,18.52,2792,Third,10.33
18,79816,Electric,Automatic,29.71,1920,Second,13.75
14,7642,Diesel,Automatic,21.08,2014,Third,22.45
15,47137,CNG,Manual,28.62,1246,Second,7.16
12,191633,Petrol,Manual,10.11,1521,Third,6.77
4,67260,Petrol,Automatic,24.96,2963,Third,7.32
3,151510,Diesel,Manual,28.06,2151,Second,9.11
12,53442,CNG,Automatic,12.79,1206,Second,3.58
7,108061,Petrol,Manual,11.92,2525,Second,17.73
11,139066,Diesel,Automatic,18.49,1493,Second,5.98
1,130844,Electric,Manual,28.67,1294,Second,23.23
6,104575,Electric,Manual,20.85,1747,Second,6.18
15,6813,Electric,Automatic,20.55,822,Second,7.14
15,98027,CNG,Automatic,12.82,1928,Second,8.13
19,128489,Diesel,Automatic,10.02,2498,Third,19.44
11,89381,Diesel,Automatic,26.2,1357,Second,11.26
2,60276,Petrol,Automatic,11.75,2416,Second,20.66
14,46243,Petrol,Manual,22.68,1740,Third,19.84
2,198984,Petrol,Automatic,28.29,2045,Third,23.31
4,65272,Diesel,Automatic,14.17,2456,First,19.16
17,178123,Petrol,Automatic,23.31,877,First,2.25
3,70618,Diesel,Manual,11.57,2145,Second,21.09
13,6920,Diesel,Automatic,22.08,1606,Second,23.51
9,111121,Electric,Automatic,13.28,1841,First,24.85
7,81872,Petrol,Automatic,24.72,1567,First,4.01
15,86132,Electric,Manual,16.02,1253,Fourth & Above,15.72
11,7093,CNG,Manual,19.27,2247,Fourth & Above,5.79
2,17905,CNG,Automatic,21.99,2299,Second,7.3
15,126759,CNG,Manual,13.43,1850,Fourth & Above,18.89
14,160423,Diesel,Automatic,24.83,2688,First,24.46
11,35981,Diesel,Manual,16.05,1162,Second,15.28
3,78903,Diesel,Automatic,23.25,1324,Third,21.41
17,75821,Petrol,Manual,13.17,2017,Third,1.21
12,114200,Electric,Automatic,23.76,2285,First,1.88
15,87289,Diesel,Automatic,12.56,2903,Fourth & Above,15.32
16,121506,Electric,Manual,18.51,2053,Third,10.34
5,83513,Electric,Automatic,14.94,2655,Fourth & Above,22.35
6,155946,Electric,Automatic,24.97,1521,Third,8.25
19,187003,Petrol,Automatic,15.24,2783,Fourth & Above,11.37
5,143746,Petrol,Automatic,27.63,2007,Third,13.67
3,55516,CNG,Manual,27.84,2248,Third,7.55
1,196758,CNG,Automatic,13.93,2198,Second,22.8
6,74212,Electric,Manual,22.28,2888,Second,12.15
15,138498,CNG,Manual,11.75,2307,First,11.18
2,135970,Electric,Manual,17.83,1803,Third,21.39
3,95009,Petrol,Manual,24.27,1725,Fourth & Above,8.49
17,166015,Petrol,Automatic,23.19,1655,Third,20.62
12,49816,Petrol,Automatic,22.49,883,Fourth & Above,3.93
18,9138,Diesel,Manual,15.65,2893,Fourth & Above,5.39
15,96176,Electric,Automatic,17.56,2342,Third,23.82
12,80945,Petrol,Manual,12.06,1785,Fourth & Above,21.22
16,9017,Electric,Automatic,24.38,2668,First,10.31
8,15451,CNG,Automatic,20.08,935,Second,16.32
14,199028,CNG,Automatic,24.18,2006,Fourth & Above,23.63
17,98863,Petrol,Manual,14.98,2532,Third,6.08
8,15278,Electric,Manual,16.49,1995,Second,2.42
15,48764,Petrol,Automatic,16.68,1708,First,13.9
14,128030,CNG,Manual,10.51,1389,Fourth & Above,4.42
18,137206,Petrol,Manual,16.82,2751,Fourth & Above,5.5
7,67943,Electric,Automatic,26.07,1755,Second,22.4
